SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,SUBDIV_NORMAL_ANNUAL,SUBDIV_NORMAL_MONSOON,CLIMATIC_ZONE,ANNUAL_PDN,MONSOON_PDN,ANNUAL_ZSCORE,MONSOON_ZSCORE,LAG1_ANNUAL,LAG2_ANNUAL,LAG3_ANNUAL,LAG1_MONSOON,ANNUAL_MOMENTUM,ROLL3_MEAN_ANNUAL,ROLL5_MEAN_ANNUAL,ROLL5_STD_ANNUAL,DECADAL_DRIFT,WINTER_PCT,PRE_MONSOON_PCT,MONSOON_CONCENTRATION_PCT,RETREATING_MONSOON_PCT,EARLY_VS_LATE_MONSOON_RATIO,JUNE_ONSET_PDN,IMD_DROUGHT_CATEGORY,IS_DROUGHT_YEAR
ASSAM & MEGHALAYA,1930,18.00,41.00,99.80,199.40,209.80,686.90,287.80,438.50,299.10,149.90,114.40,6.20,2550.80,59.00,509.00,1712.30,270.50,2580.70,1720.59,Hyper-Pluvial,-1.16,-0.48,-0.096,-0.037,2953.80,2634.10,2792.90,1654.40,+319.70,2793.60,2688.58,164.06,+65.31,2.31,19.95,67.13,10.60,1.321,+34.64,Normal,0
ASSAM & MEGHALAYA,1931,7.60,29.20,47.60,294.70,374.00,605.60,654.60,282.00,330.20,136.70,21.60,16.30,2800.10,36.80,716.30,1872.40,174.60,2580.70,1720.59,Hyper-Pluvial,+8.50,+8.82,+0.707,+0.672,2550.80,2953.80,2634.10,1712.30,-403.00,2712.90,2688.64,164.01,+58.02,1.31,25.58,66.87,6.24,2.058,+18.71,Normal,0
ASSAM & MEGHALAYA,1932,14.90,36.70,59.10,163.20,488.60,628.50,454.60,467.30,355.80,108.40,90.90,20.60,2888.60,51.60,710.90,1906.20,219.90,2580.70,1720.59,Hyper-Pluvial,+11.93,+10.79,+0.993,+0.822,2800.10,2550.80,2953.80,1872.40,+249.30,2768.23,2746.34,140.66,+38.08,1.79,24.61,65.99,7.61,1.316,+23.20,Normal,0
ASSAM & MEGHALAYA,1933,10.30,29.00,16.70,214.40,286.70,477.20,427.10,501.70,243.10,122.10,8.10,2.70,2339.10,39.30,517.80,1649.10,132.90,2580.70,1720.59,Hyper-Pluvial,-9.36,-4.16,-0.779,-0.317,2888.60,2800.10,2550.80,1906.20,+88.50,2746.50,2765.48,151.77,+100.74,1.68,22.14,70.50,5.68,1.214,-6.46,Normal,0
ASSAM & MEGHALAYA,1934,18.50,68.20,27.10,301.20,444.60,754.50,553.20,361.80,246.80,232.80,59.80,6.30,3074.80,86.70,772.90,1916.30,298.90,2580.70,1720.59,Hyper-Pluvial,+19.15,+11.37,+1.593,+0.867,2339.10,2888.60,2800.10,1649.10,-549.50,2675.93,2706.48,229.04,+90.61,2.82,25.14,62.32,9.72,2.149,+47.89,Normal,0
ASSAM & MEGHALAYA,1935,3.40,53.20,66.50,122.10,381.50,696.90,395.20,573.90,335.00,28.10,19.80,2.90,2678.50,56.60,570.10,2001.00,50.80,2580.70,1720.59,Hyper-Pluvial,+3.79,+16.30,+0.315,+1.242,3074.80,2339.10,2888.60,1916.30,+735.70,2767.50,2730.68,258.41,+128.93,2.11,21.28,74.71,1.90,1.202,+36.60,Normal,0
ASSAM & MEGHALAYA,1936,13.60,58.70,75.70,217.80,422.80,456.10,559.90,356.40,283.50,179.60,24.00,23.20,2671.30,72.30,716.30,1655.90,226.80,2580.70,1720.59,Hyper-Pluvial,+3.51,-3.76,+0.292,-0.286,2678.50,3074.80,2339.10,2001.00,-396.30,2697.47,2756.22,245.35,+141.73,2.71,26.81,61.99,8.49,1.588,-10.60,Normal,0
ASSAM & MEGHALAYA,1937,2.20,51.10,19.30,97.40,406.60,422.50,409.20,480.50,278.10,139.30,13.50,4.90,2324.60,53.30,523.30,1590.30,157.70,2580.70,1720.59,Hyper-Pluvial,-9.92,-7.57,-0.826,-0.577,2671.30,2678.50,3074.80,1655.90,-7.20,2808.20,2730.46,246.15,+157.70,2.29,22.51,68.41,6.78,1.096,-17.18,Normal,0
ASSAM & MEGHALAYA,1938,27.20,16.20,138.00,202.00,247.30,581.00,510.60,435.20,431.40,141.80,55.20,0.60,2786.50,43.40,587.30,1958.20,197.60,2580.70,1720.59,Hyper-Pluvial,+7.97,+13.81,+0.663,+1.052,2324.60,2671.30,2678.50,1590.30,-346.70,2558.13,2617.66,275.33,+110.87,1.56,21.08,70.27,7.09,1.260,+13.89,Normal,0
ASSAM & MEGHALAYA,1939,1.50,33.60,11.20,178.30,349.60,533.70,484.90,224.90,389.00,190.10,2.80,1.90,2401.50,35.10,539.10,1632.50,194.80,2580.70,1720.59,Hyper-Pluvial,-6.94,-5.12,-0.578,-0.390,2786.50,2324.60,2671.30,1958.20,+461.90,2594.13,2707.14,240.80,+126.11,1.46,22.45,67.98,8.11,1.659,+4.61,Normal,0
ASSAM & MEGHALAYA,1940,1.50,57.90,180.80,72.60,391.90,500.50,435.40,330.80,353.70,98.10,19.00,9.50,2451.70,59.40,645.30,1620.40,126.60,2580.70,1720.59,Hyper-Pluvial,-5.00,-5.82,-0.416,-0.444,2401.50,2786.50,2324.60,1632.50,-385.00,2504.20,2572.48,177.48,+70.88,2.42,26.32,66.09,5.16,1.367,-1.89,Normal,0
ASSAM & MEGHALAYA,1941,4.50,32.70,53.80,245.10,522.40,541.70,409.40,361.80,368.10,143.30,16.70,9.90,2709.40,37.20,821.30,1681.00,169.90,2580.70,1720.59,Hyper-Pluvial,+4.99,-2.30,+0.415,-0.175,2451.70,2401.50,2786.50,1620.40,+50.20,2546.57,2527.12,173.52,+60.97,1.37,30.31,62.04,6.27,1.303,+6.18,Normal,0
ASSAM & MEGHALAYA,1942,7.40,25.30,130.90,233.50,469.10,618.80,332.90,328.80,462.90,40.00,27.50,0.00,2677.10,32.70,833.50,1743.40,67.50,2580.70,1720.59,Hyper-Pluvial,+3.74,+1.33,+0.311,+0.101,2709.40,2451.70,2401.50,1681.00,+257.70,2520.87,2534.74,180.39,+51.90,1.22,31.13,65.12,2.52,1.202,+21.29,Normal,0
ASSAM & MEGHALAYA,1943,54.40,34.10,170.60,247.70,406.60,513.30,391.90,417.90,365.00,86.70,9.40,6.20,2703.80,88.50,824.90,1688.10,102.30,2580.70,1720.59,Hyper-Pluvial,+4.77,-1.89,+0.397,-0.144,2677.10,2709.40,2451.70,1743.40,-32.30,2612.73,2605.24,150.97,+30.75,3.27,30.51,62.43,3.78,1.156,+0.62,Normal,0
ASSAM & MEGHALAYA,1944,39.20,21.30,62.90,139.00,518.00,490.60,386.90,304.10,455.60,89.70,7.20,9.90,2524.40,60.50,719.90,1637.20,106.80,2580.70,1720.59,Hyper-Pluvial,-2.18,-4.85,-0.181,-0.369,2703.80,2677.10,2709.40,1688.10,+26.70,2696.77,2588.70,133.75,+67.22,2.40,28.52,64.86,4.23,1.155,-3.83,Normal,0
ASSAM & MEGHALAYA,1945,37.00,39.70,67.50,139.50,396.50,500.50,507.70,493.50,283.20,196.60,1.10,2.90,2665.70,76.70,603.50,1784.90,200.60,2580.70,1720.59,Hyper-Pluvial,+3.29,+3.74,+0.274,+0.285,2524.40,2703.80,2677.10,1637.20,-179.40,2635.10,2613.28,105.37,+12.18,2.88,22.64,66.96,7.53,1.298,-1.89,Normal,0
ASSAM & MEGHALAYA,1946,0.40,19.40,102.60,178.50,328.00,582.60,547.00,297.90,266.80,346.30,8.60,1.40,2679.50,19.80,609.10,1694.30,356.30,2580.70,1720.59,Hyper-Pluvial,+3.83,-1.53,+0.319,-0.116,2665.70,2524.40,2703.80,1784.90,+141.30,2631.30,2656.08,67.81,+10.90,0.74,22.73,63.23,13.30,2.000,+14.20,Normal,0
ASSAM & MEGHALAYA,1947,3.90,9.00,83.90,243.40,380.20,486.40,570.80,285.00,362.30,202.20,3.00,13.10,2643.20,12.90,707.50,1704.50,218.30,2580.70,1720.59,Hyper-Pluvial,+2.42,-0.94,+0.201,-0.071,2679.50,2665.70,2524.40,1694.30,+13.80,2623.20,2650.10,64.06,+11.72,0.49,26.77,64.49,8.26,1.633,-4.66,Normal,0
ASSAM & MEGHALAYA,1948,10.10,42.40,59.50,260.40,681.20,599.40,534.80,448.30,314.40,176.60,50.60,7.80,3185.50,52.50,1001.10,1896.90,235.00,2580.70,1720.59,Hyper-Pluvial,+23.44,+10.25,+1.950,+0.781,2643.20,2679.50,2665.70,1704.50,-36.30,2662.80,2643.32,62.63,+43.58,1.65,31.43,59.55,7.38,1.487,+17.49,Excess (Deluge),0
ASSAM & MEGHALAYA,1949,22.90,23.10,76.00,371.00,335.90,683.40,444.10,461.90,392.60,148.30,13.00,11.10,2983.30,46.00,782.90,1982.00,172.40,2580.70,1720.59,Hyper-Pluvial,+15.60,+15.19,+1.298,+1.158,3185.50,2643.20,2679.50,1896.90,+542.30,2836.07,2739.66,229.57,+83.48,1.54,26.24,66.44,5.78,1.319,+33.96,Normal,0
ASSAM & MEGHALAYA,1950,21.20,51.20,93.50,112.90,282.10,562.00,389.50,490.90,200.70,134.60,49.90,3.90,2392.40,72.40,488.50,1643.10,188.40,2580.70,1720.59,Hyper-Pluvial,-7.30,-4.50,-0.607,-0.343,2983.30,3185.50,2643.20,1982.00,-202.20,2937.33,2831.44,216.52,+141.66,3.03,20.42,68.68,7.87,1.376,+10.16,Normal,0
ASSAM & MEGHALAYA,1951,4.90,3.30,53.50,242.90,250.40,588.80,550.50,387.40,209.70,270.50,46.20,5.80,2613.90,8.20,546.80,1736.40,322.50,2580.70,1720.59,Hyper-Pluvial,+1.29,+0.92,+0.107,+0.070,2392.40,2983.30,3185.50,1643.10,-590.90,2853.73,2776.78,277.40,+135.73,0.31,20.92,66.43,12.34,1.908,+15.41,Normal,0
ASSAM & MEGHALAYA,1952,4.40,10.40,107.50,155.90,465.60,399.90,573.90,467.60,343.70,277.10,43.20,2.10,2851.30,14.80,729.00,1785.10,322.40,2580.70,1720.59,Hyper-Pluvial,+10.49,+3.75,+0.872,+0.286,2613.90,2392.40,2983.30,1736.40,+221.50,2663.20,2763.66,283.18,+126.18,0.52,25.57,62.61,11.31,1.200,-21.61,Normal,0
ASSAM & MEGHALAYA,1953,18.00,13.30,227.30,157.40,377.70,405.50,461.90,284.50,451.50,144.00,5.80,13.10,2560.00,31.30,762.40,1603.40,162.90,2580.70,1720.59,Hyper-Pluvial,-0.80,-6.81,-0.067,-0.519,2851.30,2613.90,2392.40,1785.10,+237.40,2619.20,2805.28,277.66,+143.60,1.22,29.78,62.63,6.36,1.179,-20.52,Normal,0
ASSAM & MEGHALAYA,1954,22.00,45.70,40.60,266.00,490.30,594.30,572.20,427.30,218.80,155.50,2.00,24.50,2859.20,67.70,796.90,1812.60,182.00,2580.70,1720.59,Hyper-Pluvial,+10.79,+5.35,+0.898,+0.407,2560.00,2851.30,2613.90,1603.40,-291.30,2675.07,2680.18,211.10,+129.22,2.37,27.87,63.40,6.37,1.805,+16.49,Normal,0
ASSAM & MEGHALAYA,1955,9.20,9.50,143.50,210.20,328.80,546.50,567.00,415.80,283.30,149.30,89.60,8.50,2761.20,18.70,682.50,1812.60,247.40,2580.70,1720.59,Hyper-Pluvial,+6.99,+5.35,+0.582,+0.407,2859.20,2560.00,2851.30,1812.60,+299.20,2756.83,2655.36,178.83,+162.70,0.68,24.72,65.65,8.96,1.593,+7.12,Normal,0
ASSAM & MEGHALAYA,1956,29.80,3.20,121.70,204.80,533.50,712.40,440.30,382.10,171.90,149.30,44.30,9.60,2802.90,33.00,860.00,1706.70,203.20,2580.70,1720.59,Hyper-Pluvial,+8.61,-0.81,+0.716,-0.062,2761.20,2859.20,2560.00,1812.60,-98.00,2726.80,2729.12,122.27,+172.25,1.18,30.68,60.89,7.25,2.081,+39.64,Normal,0
ASSAM & MEGHALAYA,1957,66.90,33.50,20.10,136.00,449.20,446.00,407.20,366.60,208.70,99.90,12.20,10.70,2257.00,100.40,605.30,1428.50,122.80,2580.70,1720.59,Hyper-Pluvial,-12.54,-16.98,-1.044,-1.293,2802.90,2761.20,2859.20,1706.70,+41.70,2807.77,2766.92,109.34,+184.59,4.45,26.82,63.29,5.44,1.483,-12.58,Normal,0
ASSAM & MEGHALAYA,1958,18.80,44.20,10.30,192.40,545.20,393.20,361.10,546.90,278.70,212.40,4.60,18.70,2626.50,63.00,747.90,1579.90,235.70,2580.70,1720.59,Hyper-Pluvial,+1.77,-8.18,+0.148,-0.623,2257.00,2802.90,2761.20,1428.50,-545.90,2607.03,2648.06,220.02,+145.97,2.40,28.48,60.15,8.97,0.914,-22.93,Normal,0
ASSAM & MEGHALAYA,1959,30.80,45.60,109.90,144.10,470.60,517.60,364.20,255.90,286.80,301.70,8.30,0.20,2535.70,76.40,724.60,1424.50,310.20,2580.70,1720.59,Hyper-Pluvial,-1.74,-17.21,-0.145,-1.311,2626.50,2257.00,2802.90,1579.90,+369.50,2562.13,2661.36,216.27,+90.07,3.01,28.58,56.18,12.23,1.625,+1.46,Normal,0
ASSAM & MEGHALAYA,1960,0.10,11.10,38.70,45.90,315.20,454.80,553.70,349.20,479.40,60.90,29.30,3.90,2342.20,11.20,399.80,1837.10,94.10,2580.70,1720.59,Hyper-Pluvial,-9.24,+6.77,-0.769,+0.516,2535.70,2626.50,2257.00,1424.50,-90.80,2473.07,2596.66,194.72,+45.31,0.48,17.07,78.43,4.02,1.217,-10.85,Normal,0
ASSAM & MEGHALAYA,1961,11.50,19.70,253.80,123.00,355.80,335.40,352.90,347.40,226.10,128.10,34.80,6.90,2195.40,31.20,732.60,1261.80,169.80,2580.70,1720.59,Hyper-Pluvial,-14.93,-26.66,-1.242,-2.032,2342.20,2535.70,2626.50,1837.10,-193.50,2501.47,2512.86,196.03,+40.29,1.42,33.37,57.47,7.73,1.200,-34.26,Normal,0
ASSAM & MEGHALAYA,1962,24.90,27.60,17.30,134.70,369.00,601.40,338.80,509.80,137.40,118.20,11.10,5.80,2296.00,52.50,521.00,1587.40,135.10,2580.70,1720.59,Hyper-Pluvial,-11.03,-7.74,-0.918,-0.590,2195.40,2342.20,2535.70,1261.80,-146.80,2357.77,2391.36,164.31,-1.56,2.29,22.69,69.14,5.88,1.453,+17.88,Normal,0
ASSAM & MEGHALAYA,1963,3.30,7.90,51.10,183.30,288.40,596.00,557.30,432.00,211.70,144.10,29.40,7.20,2511.70,11.20,522.80,1797.00,180.70,2580.70,1720.59,Hyper-Pluvial,-2.67,+4.44,-0.222,+0.338,2296.00,2195.40,2342.20,1587.40,+100.60,2277.87,2399.16,158.58,-57.09,0.45,20.81,71.55,7.19,1.792,+16.83,Normal,0
ASSAM & MEGHALAYA,1964,9.60,22.60,80.70,268.30,297.40,557.90,600.30,340.40,326.30,205.10,8.30,12.80,2729.70,32.20,646.40,1824.90,226.20,2580.70,1720.59,Hyper-Pluvial,+5.77,+6.06,+0.480,+0.462,2511.70,2296.00,2195.40,1797.00,+215.70,2334.37,2376.20,129.67,-61.92,1.18,23.68,66.85,8.29,1.737,+9.36,Normal,0
ASSAM & MEGHALAYA,1965,5.10,73.60,52.50,158.20,327.10,501.00,399.60,422.10,304.00,82.40,60.80,12.50,2398.90,78.70,537.80,1626.70,155.70,2580.70,1720.59,Hyper-Pluvial,-7.04,-5.46,-0.586,-0.416,2729.70,2511.70,2296.00,1824.90,+218.00,2512.47,2415.00,187.65,-74.87,3.28,22.42,67.81,6.49,1.240,-1.80,Normal,0
ASSAM & MEGHALAYA,1966,20.00,23.60,36.10,164.30,323.70,780.50,507.10,518.20,248.10,124.50,31.80,11.40,2789.30,43.60,524.10,2053.90,167.70,2580.70,1720.59,Hyper-Pluvial,+8.08,+19.37,+0.672,+1.476,2398.90,2729.70,2511.70,1626.70,-330.80,2546.77,2426.34,184.60,-111.10,1.56,18.79,73.63,6.01,1.680,+52.99,Normal,0
ASSAM & MEGHALAYA,1967,11.40,37.30,105.90,112.00,287.50,395.70,497.70,258.90,300.60,97.60,14.50,4.20,2123.30,48.70,505.40,1452.90,116.30,2580.70,1720.59,Hyper-Pluvial,-17.72,-15.56,-1.475,-1.185,2789.30,2398.90,2729.70,2053.90,+390.40,2639.30,2545.12,188.81,-112.46,2.29,23.80,68.43,5.48,1.597,-22.44,Normal,0
ASSAM & MEGHALAYA,1968,22.90,19.80,78.20,170.80,432.30,595.00,494.10,346.00,231.70,113.80,23.90,2.30,2530.80,42.70,681.30,1666.80,140.00,2580.70,1720.59,Hyper-Pluvial,-1.93,-3.13,-0.161,-0.238,2123.30,2789.30,2398.90,1452.90,-666.00,2437.17,2510.58,240.07,-125.83,1.69,26.92,65.86,5.53,1.885,+16.63,Normal,0
ASSAM & MEGHALAYA,1969,27.40,1.80,99.70,178.70,254.10,567.20,461.10,446.70,185.40,80.90,27.50,1.80,2332.30,29.20,532.50,1660.40,110.20,2580.70,1720.59,Hyper-Pluvial,-9.63,-3.50,-0.801,-0.267,2530.80,2123.30,2789.30,1666.80,+407.50,2481.13,2514.40,240.21,-135.40,1.25,22.83,71.19,4.72,1.627,+11.18,Normal,0
ASSAM & MEGHALAYA,1970,47.00,35.80,89.70,204.80,493.40,658.30,475.30,389.20,390.70,246.40,17.80,0.10,3048.50,82.80,787.90,1913.50,264.30,2580.70,1720.59,Hyper-Pluvial,+18.13,+11.21,+1.508,+0.854,2332.30,2530.80,2123.30,1660.40,-198.50,2328.80,2434.92,220.78,-155.74,2.72,25.85,62.77,8.67,1.454,+29.04,Normal,0
ASSAM & MEGHALAYA,1971,36.90,18.40,37.60,142.90,236.30,437.10,407.90,474.80,231.60,199.50,80.00,12.10,2315.10,55.30,416.80,1551.40,291.60,2580.70,1720.59,Hyper-Pluvial,-10.29,-9.83,-0.856,-0.749,3048.50,2332.30,2530.80,1913.50,+716.20,2637.20,2564.84,326.96,-85.11,2.39,18.00,67.01,12.60,1.196,-14.32,Normal,0
ASSAM & MEGHALAYA,1972,18.00,39.60,99.30,260.30,339.30,576.20,441.00,271.00,227.10,99.10,2.90,5.30,2379.10,57.60,698.90,1515.30,107.30,2580.70,1720.59,Hyper-Pluvial,-7.81,-11.93,-0.650,-0.909,2315.10,3048.50,2332.30,1551.40,-733.40,2565.30,2470.00,316.71,-73.14,2.42,29.38,63.69,4.51,2.042,+12.94,Normal,0
ASSAM & MEGHALAYA,1973,9.80,82.80,28.90,252.10,324.50,634.40,364.60,395.00,348.60,128.70,67.40,35.30,2672.10,92.60,605.50,1742.60,231.40,2580.70,1720.59,Hyper-Pluvial,+3.54,+1.28,+0.295,+0.097,2379.10,2315.10,3048.50,1515.30,+64.00,2580.90,2521.16,274.40,-64.83,3.47,22.66,65.21,8.66,1.343,+24.35,Normal,0
ASSAM & MEGHALAYA,1974,31.60,11.40,78.70,255.80,369.40,627.00,789.30,510.90,429.10,271.00,27.10,2.30,3403.60,43.00,703.90,2356.30,300.40,2580.70,1720.59,Hyper-Pluvial,+31.89,+36.95,+2.653,+2.815,2672.10,2379.10,2315.10,1742.60,+293.00,2455.43,2549.42,281.14,-48.79,1.26,20.68,69.23,8.83,1.507,+22.90,Excess (Deluge),0
ASSAM & MEGHALAYA,1975,10.00,22.30,18.80,227.90,321.20,337.60,522.40,314.80,299.10,172.70,18.00,5.80,2270.60,32.30,567.90,1473.90,196.50,2580.70,1720.59,Hyper-Pluvial,-12.02,-14.34,-1.000,-1.092,3403.60,2672.10,2379.10,2356.30,+731.50,2818.27,2763.68,411.86,+18.60,1.42,25.01,64.91,8.65,1.401,-33.82,Normal,0
ASSAM & MEGHALAYA,1976,5.70,36.30,92.60,139.40,179.50,509.70,390.50,358.50,149.10,67.30,24.30,3.10,1956.00,42.00,411.50,1407.80,94.70,2580.70,1720.59,Hyper-Pluvial,-24.21,-18.18,-2.014,-1.385,2270.60,3403.60,2672.10,1473.90,-1133.00,2782.10,2608.10,421.69,+5.77,2.15,21.04,71.97,4.84,1.773,-0.09,Deficient (Moderate Drought),1
ASSAM & MEGHALAYA,1977,9.10,16.20,74.40,375.10,391.60,405.00,461.30,461.90,176.90,175.70,47.70,21.80,2616.70,25.30,841.10,1505.10,245.20,2580.70,1720.59,Hyper-Pluvial,+1.40,-12.52,+0.116,-0.954,1956.00,2270.60,3403.60,1407.80,-314.60,2543.40,2536.28,490.45,-77.56,0.97,32.14,57.52,9.37,1.356,-20.61,Normal,0
ASSAM & MEGHALAYA,1978,5.00,8.20,44.30,100.90,253.70,506.60,444.00,255.80,271.80,65.00,55.90,0.60,2011.80,13.20,398.90,1478.20,121.50,2580.70,1720.59,Hyper-Pluvial,-22.04,-14.09,-1.834,-1.073,2616.70,1956.00,2270.60,1505.10,+660.70,2281.10,2583.80,484.39,-28.22,0.66,19.83,73.48,6.04,1.802,-0.70,Deficient (Moderate Drought),1
ASSAM & MEGHALAYA,1979,3.30,8.70,38.20,93.80,225.60,307.80,640.10,252.40,342.30,216.60,23.40,36.20,2188.40,12.00,357.60,1542.60,276.20,2580.70,1720.59,Hyper-Pluvial,-15.20,-10.34,-1.265,-0.788,2011.80,2616.70,1956.00,1478.20,-604.90,2194.83,2451.74,530.16,-80.12,0.55,16.34,70.49,12.62,1.594,-39.67,Normal,0
ASSAM & MEGHALAYA,1980,13.10,36.30,96.90,173.20,289.40,389.50,460.00,417.80,269.80,141.60,1.00,0.60,2289.20,49.40,559.50,1537.10,143.20,2580.70,1720.59,Hyper-Pluvial,-11.30,-10.66,-0.940,-0.813,2188.40,2011.80,2616.70,1542.60,+176.60,2272.30,2208.70,233.81,-94.51,2.16,24.44,67.15,6.26,1.235,-23.65,Normal,0
ASSAM & MEGHALAYA,1981,29.60,30.70,91.00,152.10,251.50,273.10,543.50,340.70,274.50,47.50,9.00,36.10,2079.30,60.30,494.60,1431.80,92.60,2580.70,1720.59,Hyper-Pluvial,-19.43,-16.78,-1.616,-1.279,2289.20,2188.40,2011.80,1537.10,+100.80,2163.13,2212.42,234.91,-170.44,2.90,23.79,68.86,4.45,1.327,-46.47,Deficient (Moderate Drought),1
ASSAM & MEGHALAYA,1982,1.80,31.10,50.60,254.30,215.50,517.20,539.90,377.20,286.40,62.00,29.90,16.40,2382.30,32.90,520.40,1720.70,108.30,2580.70,1720.59,Hyper-Pluvial,-7.69,+0.01,-0.640,+0.000,2079.30,2289.20,2188.40,1431.80,-209.90,2185.63,2237.08,212.06,-194.02,1.38,21.84,72.23,4.55,1.593,+1.38,Normal,0
ASSAM & MEGHALAYA,1983,16.40,37.80,90.00,165.90,278.20,362.00,582.90,450.20,449.10,156.70,7.00,24.00,2620.20,54.20,534.10,1844.20,187.70,2580.70,1720.59,Hyper-Pluvial,+1.53,+7.18,+0.127,+0.547,2382.30,2079.30,2289.20,1720.70,+303.00,2250.27,2190.20,134.78,-193.70,2.07,20.38,70.38,7.16,1.051,-29.04,Normal,0
ASSAM & MEGHALAYA,1984,22.40,7.20,28.60,202.80,416.00,478.50,995.20,360.70,458.00,159.60,5.70,22.20,3156.90,29.60,647.40,2292.40,187.50,2580.70,1720.59,Hyper-Pluvial,+22.33,+33.23,+1.858,+2.532,2620.20,2382.30,2079.30,1844.20,+237.90,2360.60,2311.88,184.32,-198.89,0.94,20.51,72.62,5.94,1.800,-6.21,Excess (Deluge),0
ASSAM & MEGHALAYA,1985,8.70,32.30,152.60,268.10,335.00,496.00,714.60,349.40,335.10,74.40,15.80,19.70,2801.70,41.00,755.70,1895.10,109.90,2580.70,1720.59,Hyper-Pluvial,+8.56,+10.14,+0.712,+0.773,3156.90,2620.20,2382.30,2292.40,+536.70,2719.80,2505.58,369.08,-223.56,1.46,26.97,67.64,3.92,1.769,-2.78,Normal,0
ASSAM & MEGHALAYA,1986,16.40,11.70,28.00,282.80,159.70,404.20,465.00,416.40,441.10,300.50,59.50,7.40,2592.70,28.10,470.50,1726.70,367.40,2580.70,1720.59,Hyper-Pluvial,+0.47,+0.35,+0.039,+0.027,2801.70,3156.90,2620.20,1895.10,-355.20,2859.60,2608.08,365.90,-170.45,1.08,18.15,66.60,14.17,1.014,-20.77,Normal,0
ASSAM & MEGHALAYA,1987,8.80,27.80,110.40,197.60,199.00,525.80,766.50,433.00,445.40,157.80,37.60,11.90,2921.60,36.60,507.00,2170.70,207.30,2580.70,1720.59,Hyper-Pluvial,+13.21,+26.16,+1.099,+1.993,2592.70,2801.70,3156.90,1726.70,-209.00,2850.43,2710.76,259.74,-106.78,1.25,17.35,74.30,7.10,1.471,+3.07,Normal,0
ASSAM & MEGHALAYA,1988,7.30,46.10,82.30,157.90,568.60,403.80,644.20,773.40,329.60,168.30,74.30,5.90,3261.70,53.40,808.80,2151.00,248.50,2580.70,1720.59,Hyper-Pluvial,+26.39,+25.02,+2.195,+1.906,2921.60,2592.70,2801.70,2170.70,+328.90,2772.00,2818.62,207.72,-76.29,1.64,24.80,65.95,7.62,0.950,-20.85,Excess (Deluge),0
ASSAM & MEGHALAYA,1989,10.50,51.60,30.40,183.40,260.10,488.80,747.00,267.90,425.80,194.10,16.20,6.50,2682.30,62.10,473.90,1929.50,216.80,2580.70,1720.59,Hyper-Pluvial,+3.94,+12.14,+0.328,+0.925,3261.70,2921.60,2592.70,2151.00,+340.10,2925.33,2946.92,240.99,+48.70,2.32,17.67,71.93,8.08,1.781,-4.19,Normal,0
ASSAM & MEGHALAYA,1990,19.20,46.90,96.70,333.70,304.10,513.80,446.40,348.80,441.10,208.30,7.00,5.20,2771.20,66.10,734.50,1750.10,220.50,2580.70,1720.59,Hyper-Pluvial,+7.38,+1.71,+0.614,+0.131,2682.30,3261.70,2921.60,1929.50,-579.40,2955.20,2852.00,232.92,+98.09,2.39,26.50,63.15,7.96,1.216,+0.71,Normal,0
ASSAM & MEGHALAYA,1991,13.70,30.20,62.10,175.70,495.80,517.80,440.50,388.20,437.30,226.20,9.40,41.10,2838.00,43.90,733.60,1783.80,276.70,2580.70,1720.59,Hyper-Pluvial,+9.97,+3.67,+0.829,+0.280,2771.20,2682.30,3261.70,1750.10,+88.90,2905.07,2845.90,234.55,+146.29,1.55,25.85,62.85,9.75,1.161,+1.50,Normal,0
ASSAM & MEGHALAYA,1992,14.70,46.30,62.00,114.50,292.30,450.90,491.40,339.30,296.90,125.00,14.30,12.10,2259.70,61.00,468.80,1578.50,151.40,2580.70,1720.59,Hyper-Pluvial,-12.44,-8.26,-1.035,-0.629,2838.00,2771.20,2682.30,1783.80,+66.80,2763.83,2894.96,199.50,+222.16,2.70,20.75,69.85,6.70,1.481,-11.62,Normal,0
ASSAM & MEGHALAYA,1993,73.30,96.90,86.10,138.50,374.00,619.50,576.90,477.50,296.00,130.30,8.20,2.00,2879.20,170.20,598.60,1969.90,140.50,2580.70,1720.59,Hyper-Pluvial,+11.57,+14.49,+0.962,+1.104,2259.70,2838.00,2771.20,1578.50,-578.30,2622.97,2762.58,320.69,+209.90,5.91,20.79,68.42,4.88,1.547,+21.43,Normal,0
ASSAM & MEGHALAYA,1994,26.60,42.50,157.20,161.30,282.00,477.60,308.60,308.70,178.50,147.00,15.90,15.40,2121.30,69.10,600.50,1273.40,178.30,2580.70,1720.59,Hyper-Pluvial,-17.80,-25.99,-1.481,-1.980,2879.20,2259.70,2838.00,1969.90,+619.50,2658.97,2686.08,223.35,+235.80,3.26,28.31,60.03,8.41,1.614,-6.38,Normal,0
ASSAM & MEGHALAYA,1995,8.70,39.70,42.00,145.70,299.10,663.30,558.40,543.30,404.00,80.70,94.00,7.10,2886.00,48.40,486.80,2169.00,181.80,2580.70,1720.59,Hyper-Pluvial,+11.83,+26.06,+0.984,+1.986,2121.30,2879.20,2259.70,1273.40,-757.90,2420.07,2573.88,317.95,+132.24,1.68,16.87,75.16,6.30,1.290,+30.02,Normal,0
